id,created_at,annotation_created_at,label
1011246152698748930,2018-06-25 13:54:05+00:00,2020-10-29 21:55:52+00:00,positive
1011290462521561089,2018-06-25 16:50:09+00:00,2020-10-29 22:56:39+00:00,positive
1011365932982308865,2018-06-25 21:50:03+00:00,2020-10-29 21:41:58+00:00,neutral
1011507743646257152,2018-06-26 07:13:33+00:00,2020-10-29 23:04:51+00:00,neutral
1011571035672600576,2018-06-26 11:25:03+00:00,2020-10-29 22:36:01+00:00,positive
1011575881045823489,2018-06-26 11:44:18+00:00,2020-10-29 21:44:24+00:00,neutral
1011577435836637186,2018-06-26 11:50:29+00:00,2018-07-11 05:45:09+00:00,neutral
1011583428972765185,2018-06-26 12:14:18+00:00,2020-10-29 23:42:10+00:00,positive
1011587381252763649,2018-06-26 12:30:00+00:00,2020-10-29 22:39:06+00:00,neutral
1011625279507267584,2018-06-26 15:00:36+00:00,2020-10-29 23:27:22+00:00,positive
1011651603022036992,2018-06-26 16:45:12+00:00,2020-10-29 23:14:57+00:00,positive
1011685140983148545,2018-06-26 18:58:28+00:00,2020-10-29 23:41:20+00:00,neutral
1011706816152133632,2018-06-26 20:24:36+00:00,2020-10-29 23:26:38+00:00,neutral
1011751721104822277,2018-06-26 23:23:02+00:00,2020-10-29 23:54:51+00:00,negative
1011759009068507137,2018-06-26 23:51:59+00:00,2020-10-29 22:28:03+00:00,positive
1011783049770565638,2018-06-27 01:27:31+00:00,2020-10-29 21:53:16+00:00,neutral
1011793495869218816,2018-06-27 02:09:02+00:00,2020-10-29 22:22:12+00:00,negative
1011797517426622464,2018-06-27 02:25:01+00:00,2020-10-29 22:36:23+00:00,positive
1011838801373794304,2018-06-27 05:09:03+00:00,2020-10-29 22:20:19+00:00,neutral
1012002964645376000,2018-06-27 16:01:23+00:00,2020-10-29 22:11:02+00:00,neutral
1012129733671374848,2018-06-28 00:25:07+00:00,2020-10-29 23:22:27+00:00,neutral
1012170510644469760,2018-06-28 03:07:09+00:00,2020-10-29 22:09:03+00:00,neutral
1012217397183254529,2018-06-28 06:13:28+00:00,2020-10-29 22:19:14+00:00,positive
1012332501875019778,2018-06-28 13:50:51+00:00,2020-10-29 22:26:37+00:00,neutral
1012335556083245057,2018-06-28 14:02:59+00:00,2020-10-29 22:44:37+00:00,neutral
1012343383275159553,2018-06-28 14:34:05+00:00,2020-10-29 22:53:14+00:00,neutral
1012378874259394561,2018-06-28 16:55:07+00:00,2020-10-29 21:51:06+00:00,neutral
1012396056846458882,2018-06-28 18:03:24+00:00,2020-10-29 22:44:40+00:00,positive
1012406941895872512,2018-06-28 18:46:39+00:00,2020-10-29 23:45:37+00:00,neutral
1012476900227338240,2018-06-28 23:24:38+00:00,2020-10-29 22:23:27+00:00,neutral
1012489695064977408,2018-06-29 00:15:29+00:00,2020-10-29 22:27:30+00:00,neutral
1012563896136134656,2018-06-29 05:10:20+00:00,2020-10-29 23:35:04+00:00,positive
1012578349896658944,2018-06-29 06:07:46+00:00,2020-10-29 23:15:47+00:00,neutral
1012604079548219392,2018-06-29 07:50:00+00:00,2020-10-29 23:05:02+00:00,positive
1012665214783905794,2018-06-29 11:52:56+00:00,2020-10-29 23:28:31+00:00,neutral
1012689239555936258,2018-06-29 13:28:24+00:00,2020-10-29 22:46:08+00:00,neutral
1012748432036057088,2018-06-29 17:23:36+00:00,2020-10-29 22:49:01+00:00,negative
1012904468013182977,2018-06-30 03:43:38+00:00,2020-10-29 23:04:00+00:00,positive
1012908095909986304,2018-06-30 03:58:03+00:00,2020-10-29 22:03:59+00:00,neutral
1013038971469918208,2018-06-30 12:38:06+00:00,2020-10-29 23:42:52+00:00,positive
1013130142879797248,2018-06-30 18:40:23+00:00,2020-10-29 21:55:01+00:00,neutral
1013147669378707456,2018-06-30 19:50:02+00:00,2020-10-29 23:14:37+00:00,negative
1013158078303399942,2018-06-30 20:31:24+00:00,2020-10-29 22:58:22+00:00,positive
1013202063361179649,2018-06-30 23:26:10+00:00,2020-10-29 23:45:38+00:00,neutral
1013314342908039169,2018-07-01 06:52:20+00:00,2020-10-29 23:03:57+00:00,neutral
1013361195678609408,2018-07-01 09:58:31+00:00,2020-10-29 23:41:08+00:00,neutral
1013388015870152705,2018-07-01 11:45:05+00:00,2020-10-29 23:21:43+00:00,negative
1013435208098512896,2018-07-01 14:52:36+00:00,2020-10-29 23:11:31+00:00,positive
1013502417378402304,2018-07-01 19:19:40+00:00,2020-10-29 23:28:44+00:00,positive
1013586068417937409,2018-07-02 00:52:04+00:00,2020-10-29 23:36:37+00:00,positive
1013717490470354945,2018-07-02 09:34:18+00:00,2020-10-29 22:36:28+00:00,neutral
1013739073842876419,2018-07-02 11:00:04+00:00,2020-10-29 22:00:10+00:00,positive
1013799236159311874,2018-07-02 14:59:08+00:00,2020-10-29 22:39:02+00:00,negative
1013808131187433472,2018-07-02 15:34:28+00:00,2020-10-29 23:47:30+00:00,positive
1013822481029844997,2018-07-02 16:31:30+00:00,2020-10-29 23:23:32+00:00,neutral
1013822879958364160,2018-07-02 16:33:05+00:00,2020-10-29 22:26:12+00:00,negative
1014107293086932992,2018-07-03 11:23:14+00:00,2020-10-29 23:03:25+00:00,neutral
1014111565895929856,2018-07-03 11:40:13+00:00,2020-10-29 23:10:34+00:00,positive
1014141322607947776,2018-07-03 13:38:27+00:00,2020-10-29 22:31:13+00:00,positive
1014147702391619590,2018-07-03 14:03:48+00:00,2020-10-29 23:37:01+00:00,neutral
1014171923792715776,2018-07-03 15:40:03+00:00,2020-10-29 22:35:09+00:00,negative
1014267124364300289,2018-07-03 21:58:21+00:00,2020-10-29 21:44:23+00:00,neutral
1014319357613281280,2018-07-04 01:25:54+00:00,2020-10-29 23:33:04+00:00,neutral
1014401212932734976,2018-07-04 06:51:10+00:00,2020-10-29 22:53:32+00:00,neutral
1014403434961723393,2018-07-04 07:00:00+00:00,2020-10-29 21:37:41+00:00,positive
1014462105288835072,2018-07-04 10:53:08+00:00,2020-10-29 23:33:01+00:00,negative
1014601028405211136,2018-07-04 20:05:10+00:00,2020-10-29 22:41:10+00:00,positive
1014672740886962176,2018-07-05 00:50:07+00:00,2020-10-29 21:43:09+00:00,positive
1014675982672805889,2018-07-05 01:03:00+00:00,2020-10-29 23:49:57+00:00,neutral
1014692939069394944,2018-07-05 02:10:23+00:00,2020-10-29 23:04:41+00:00,positive
1014744520993357829,2018-07-05 05:35:21+00:00,2020-10-29 23:53:22+00:00,neutral
1014798305983959040,2018-07-05 09:09:04+00:00,2020-10-29 23:47:50+00:00,neutral
1014850887309672448,2018-07-05 12:38:01+00:00,2020-10-29 22:24:31+00:00,negative
1014860213453762561,2018-07-05 13:15:04+00:00,2020-10-29 22:00:20+00:00,positive
1014932091052707841,2018-07-05 18:00:41+00:00,2020-10-29 22:22:10+00:00,positive
1014938971527237632,2018-07-05 18:28:02+00:00,2020-10-29 23:27:14+00:00,positive
1014964321435181056,2018-07-05 20:08:46+00:00,2020-10-29 23:49:27+00:00,positive
1015016133890596864,2018-07-05 23:34:39+00:00,2020-10-29 22:49:42+00:00,positive
1015051061403504640,2018-07-06 01:53:26+00:00,2020-10-29 22:40:15+00:00,positive
1015089061323780097,2018-07-06 04:24:26+00:00,2020-10-29 22:12:44+00:00,positive
1015120664741793792,2018-07-06 06:30:01+00:00,2020-10-29 22:27:03+00:00,neutral
1015121497386414081,2018-07-06 06:33:19+00:00,2020-10-29 23:25:58+00:00,positive
1015130198776221697,2018-07-06 07:07:54+00:00,2020-10-29 23:35:39+00:00,neutral
1015170961774030848,2018-07-06 09:49:52+00:00,2020-10-29 22:58:04+00:00,negative
1015254149632610305,2018-07-06 15:20:26+00:00,2020-10-29 22:42:47+00:00,positive
1015262107502350337,2018-07-06 15:52:03+00:00,2020-10-29 23:39:27+00:00,positive
1015281568137535490,2018-07-06 17:09:23+00:00,2020-10-29 22:05:27+00:00,positive
1015309746419699712,2018-07-06 19:01:21+00:00,2020-10-29 22:42:27+00:00,neutral
1015318620799291392,2018-07-06 19:36:37+00:00,2020-10-29 22:31:39+00:00,negative
1015332503454928897,2018-07-06 20:31:47+00:00,2020-10-29 22:34:47+00:00,positive
1015359007370801153,2018-07-06 22:17:06+00:00,2020-10-29 22:29:05+00:00,neutral
1015510258201120768,2018-07-07 08:18:07+00:00,2020-10-29 22:25:22+00:00,positive
1015530104720588802,2018-07-07 09:36:59+00:00,2020-10-29 23:43:54+00:00,neutral
1015592876141576192,2018-07-07 13:46:25+00:00,2020-10-29 21:49:32+00:00,positive
1015620234001158145,2018-07-07 15:35:07+00:00,2020-10-29 22:39:50+00:00,positive
1015621981234814976,2018-07-07 15:42:04+00:00,2020-10-29 23:09:55+00:00,positive
1015657891032915968,2018-07-07 18:04:45+00:00,2020-10-29 23:50:05+00:00,neutral
1015674777724473345,2018-07-07 19:11:51+00:00,2020-10-29 22:49:40+00:00,negative
1015758703113523200,2018-07-08 00:45:21+00:00,2020-10-29 23:09:38+00:00,positive
1015763825021407232,2018-07-08 01:05:42+00:00,2020-10-29 22:55:05+00:00,negative
1015789677217918976,2018-07-08 02:48:26+00:00,2020-10-29 23:09:52+00:00,neutral
1015855552419770368,2018-07-08 07:10:12+00:00,2020-10-29 23:17:01+00:00,neutral
1015928579165769733,2018-07-08 12:00:22+00:00,2020-10-29 22:48:25+00:00,neutral
1015951004599111680,2018-07-08 13:29:29+00:00,2020-10-29 22:47:48+00:00,positive
1016016126625665024,2018-07-08 17:48:15+00:00,2020-10-29 23:30:59+00:00,negative
1016090769734733824,2018-07-08 22:44:52+00:00,2020-10-29 22:31:11+00:00,positive
1016211348064227328,2018-07-09 06:44:00+00:00,2020-10-29 22:15:51+00:00,neutral
1016261691334590465,2018-07-09 10:04:03+00:00,2020-10-29 22:42:58+00:00,neutral
1016262782826762240,2018-07-09 10:08:23+00:00,2020-10-29 23:22:24+00:00,neutral
1016264486456578048,2018-07-09 10:15:09+00:00,2020-10-29 22:35:42+00:00,positive
1016311423633326080,2018-07-09 13:21:40+00:00,2020-10-29 22:24:40+00:00,positive
1016314927966052353,2018-07-09 13:35:35+00:00,2020-10-29 22:49:55+00:00,positive
1016321486410403841,2018-07-09 14:01:39+00:00,2020-10-29 22:47:41+00:00,neutral
1016337454486441984,2018-07-09 15:05:06+00:00,2020-10-29 22:42:30+00:00,positive
1016406494013739009,2018-07-09 19:39:26+00:00,2020-10-29 23:35:38+00:00,positive
1016409621479772165,2018-07-09 19:51:52+00:00,2020-10-29 23:06:21+00:00,positive
1016411675388456960,2018-07-09 20:00:02+00:00,2020-10-29 22:56:42+00:00,positive
1016485900300189696,2018-07-10 00:54:58+00:00,2020-10-29 22:56:04+00:00,negative
1016523762680803328,2018-07-10 03:25:25+00:00,2020-10-29 23:16:09+00:00,positive
1016542770515701761,2018-07-10 04:40:57+00:00,2020-10-29 23:23:17+00:00,negative
1016560093624782848,2018-07-10 05:49:47+00:00,2020-10-29 23:20:46+00:00,neutral
1016607161437343745,2018-07-10 08:56:49+00:00,2020-10-29 22:20:39+00:00,neutral
1016609886170419200,2018-07-10 09:07:39+00:00,2020-10-29 22:56:11+00:00,positive
1016627639073890304,2018-07-10 10:18:11+00:00,2020-10-29 22:30:33+00:00,positive
1016651365723107328,2018-07-10 11:52:28+00:00,2020-10-29 22:22:36+00:00,neutral
1016700154865258496,2018-07-10 15:06:20+00:00,2020-10-29 22:21:26+00:00,negative
1016702255007981568,2018-07-10 15:14:41+00:00,2020-10-29 23:28:18+00:00,neutral
1016713863906119680,2018-07-10 16:00:49+00:00,2020-10-29 23:28:12+00:00,positive
1016766576622616576,2018-07-10 19:30:17+00:00,2020-10-29 23:42:57+00:00,negative
1016819404992962560,2018-07-10 23:00:12+00:00,2020-10-29 23:06:24+00:00,neutral
1016906955233906688,2018-07-11 04:48:06+00:00,2020-10-29 22:55:43+00:00,negative
1016959542444191745,2018-07-11 08:17:03+00:00,2020-10-29 23:34:25+00:00,neutral
1017030747629092869,2018-07-11 13:00:00+00:00,2020-10-29 22:32:53+00:00,positive
1017109420646510592,2018-07-11 18:12:37+00:00,2020-10-29 22:30:45+00:00,positive
1017204505732141057,2018-07-12 00:30:27+00:00,2020-10-29 22:23:54+00:00,neutral
1017226674658611200,2018-07-12 01:58:33+00:00,2020-10-29 22:05:16+00:00,neutral
1017491898213240833,2018-07-12 19:32:27+00:00,2020-10-29 22:49:45+00:00,positive
1017552181833003008,2018-07-12 23:32:00+00:00,2020-10-29 23:06:50+00:00,negative
1017557635023949825,2018-07-12 23:53:40+00:00,2020-10-29 23:33:44+00:00,neutral
1017634078584197120,2018-07-13 04:57:25+00:00,2020-10-29 23:29:55+00:00,neutral
1017659709866893313,2018-07-13 06:39:16+00:00,2020-10-29 23:45:37+00:00,neutral
1017687578546499584,2018-07-13 08:30:01+00:00,2020-10-29 23:38:27+00:00,positive
1017695647632445440,2018-07-13 09:02:04+00:00,2020-10-29 22:30:01+00:00,positive
1017790680200908801,2018-07-13 15:19:42+00:00,2020-10-29 23:54:22+00:00,negative
1017849132281671686,2018-07-13 19:11:58+00:00,2020-10-29 22:33:04+00:00,neutral
1017881384399069185,2018-07-13 21:20:08+00:00,2020-10-29 22:49:41+00:00,neutral
1017896447667126273,2018-07-13 22:19:59+00:00,2020-10-29 23:36:04+00:00,positive
1017906388469575680,2018-07-13 22:59:29+00:00,2020-10-29 23:19:56+00:00,positive
1017906553540800512,2018-07-13 23:00:08+00:00,2020-10-29 22:59:07+00:00,neutral
1017915764966285312,2018-07-13 23:36:44+00:00,2020-10-29 23:44:30+00:00,negative
1017918932278181888,2018-07-13 23:49:20+00:00,2020-10-29 22:51:02+00:00,negative
1017934929710145537,2018-07-14 00:52:54+00:00,2018-07-16 04:58:22+00:00,positive
1017935002355544070,2018-07-14 00:53:11+00:00,2018-07-16 04:58:00+00:00,negative
1017945143536750593,2018-07-14 01:33:29+00:00,2020-10-29 21:52:57+00:00,negative
1017948421301424130,2018-07-14 01:46:30+00:00,2020-10-29 22:43:09+00:00,negative
1018023303057993728,2018-07-14 06:44:04+00:00,2020-10-29 23:52:31+00:00,neutral
1018049964037976064,2018-07-14 08:30:00+00:00,2020-10-29 23:00:56+00:00,neutral
1018089128481775620,2018-07-14 11:05:38+00:00,2020-10-29 23:06:56+00:00,positive
1018150021835866112,2018-07-14 15:07:36+00:00,2020-10-29 22:42:41+00:00,neutral
1018227447240843270,2018-07-14 20:15:15+00:00,2020-10-29 23:48:17+00:00,negative
1018237960926330880,2018-07-14 20:57:02+00:00,2020-10-29 22:33:21+00:00,neutral
1018244345282035712,2018-07-14 21:22:24+00:00,2020-10-29 23:33:47+00:00,negative
1018501538430451712,2018-07-15 14:24:24+00:00,2020-10-29 23:31:58+00:00,positive
1018524531927891968,2018-07-15 15:55:46+00:00,2020-10-29 21:53:07+00:00,positive
1018562591248052224,2018-07-15 18:27:00+00:00,2020-10-29 23:04:39+00:00,positive
1018614700240601088,2018-07-15 21:54:04+00:00,2020-10-29 22:41:15+00:00,positive
1018635552688664576,2018-07-15 23:16:55+00:00,2020-10-29 23:42:59+00:00,negative
1018636327091343360,2018-07-15 23:20:00+00:00,2020-10-29 23:11:37+00:00,neutral
1018741982997467138,2018-07-16 06:19:50+00:00,2020-10-29 22:54:37+00:00,positive
1018750974977019904,2018-07-16 06:55:34+00:00,2020-10-29 22:17:48+00:00,neutral
1018766783392702464,2018-07-16 07:58:23+00:00,2020-10-29 22:52:16+00:00,neutral
1018790591763804160,2018-07-16 09:32:59+00:00,2020-10-29 23:37:56+00:00,neutral
1018822129339588608,2018-07-16 11:38:19+00:00,2020-10-29 22:57:42+00:00,neutral
1018840184132194306,2018-07-16 12:50:03+00:00,2020-10-29 23:27:56+00:00,negative
1018853646816174081,2018-07-16 13:43:33+00:00,2020-10-29 23:19:07+00:00,negative
1018876663860428800,2018-07-16 15:15:01+00:00,2020-10-29 23:20:28+00:00,positive
1018891465492135939,2018-07-16 16:13:50+00:00,2020-10-29 21:36:49+00:00,neutral
1018919011965284352,2018-07-16 18:03:17+00:00,2020-10-29 22:06:24+00:00,neutral
1018921680465530881,2018-07-16 18:13:53+00:00,2020-10-29 22:49:52+00:00,neutral
1018924496177246209,2018-07-16 18:25:05+00:00,2020-10-29 23:39:37+00:00,positive
1018963517096038405,2018-07-16 21:00:08+00:00,2020-10-29 22:57:57+00:00,neutral
1019003507435888645,2018-07-16 23:39:02+00:00,2020-10-29 23:27:10+00:00,positive
1019033916064370688,2018-07-17 01:39:52+00:00,2020-10-29 22:27:19+00:00,negative
1019052589785206785,2018-07-17 02:54:05+00:00,2020-10-29 23:25:56+00:00,neutral
1019101366202007552,2018-07-17 06:07:54+00:00,2020-10-29 21:51:32+00:00,positive
1019222201982218241,2018-07-17 14:08:03+00:00,2020-10-29 21:55:44+00:00,negative
1019228115917266944,2018-07-17 14:31:33+00:00,2020-10-29 23:23:08+00:00,neutral
1019241031953510401,2018-07-17 15:22:53+00:00,2018-07-18 20:23:21+00:00,negative
1019241234643214339,2018-07-17 15:23:41+00:00,2020-10-29 22:46:42+00:00,negative
1019300165642080256,2018-07-17 19:17:51+00:00,2020-10-29 22:58:53+00:00,positive
1019352811560054785,2018-07-17 22:47:03+00:00,2020-10-29 23:02:48+00:00,positive
1019392908020060160,2018-07-18 01:26:23+00:00,2020-10-29 22:33:09+00:00,neutral
1019442288773169157,2018-07-18 04:42:36+00:00,2020-10-29 23:47:22+00:00,negative
1019468786301358080,2018-07-18 06:27:54+00:00,2018-08-14 13:16:47+00:00,negative
1019469030292242432,2018-07-18 06:28:52+00:00,2018-08-05 18:36:42+00:00,positive
1019484251018940417,2018-07-18 07:29:21+00:00,2020-10-29 23:22:08+00:00,neutral
1019606031259729921,2018-07-18 15:33:15+00:00,2020-10-29 22:57:32+00:00,neutral
1019647184382451712,2018-07-18 18:16:47+00:00,2020-10-29 23:58:48+00:00,neutral
1019700680716685313,2018-07-18 21:49:22+00:00,2020-10-29 23:41:38+00:00,neutral
1019734036334370816,2018-07-19 00:01:54+00:00,2020-10-29 22:23:12+00:00,positive
1019750099872878594,2018-07-19 01:05:44+00:00,2020-10-29 23:35:23+00:00,positive
1019758182078414848,2018-07-19 01:37:51+00:00,2020-10-29 23:42:00+00:00,negative
1019885168033660928,2018-07-19 10:02:27+00:00,2020-10-29 23:36:28+00:00,neutral
1019944963898068995,2018-07-19 14:00:03+00:00,2020-10-29 21:45:26+00:00,positive
1019945026594500608,2018-07-19 14:00:18+00:00,2020-10-29 22:52:07+00:00,positive
1019949538449256448,2018-07-19 14:18:14+00:00,2020-10-29 22:24:48+00:00,neutral
1019985257515192321,2018-07-19 16:40:10+00:00,2020-10-29 22:19:45+00:00,positive
1020120053503602688,2018-07-20 01:35:48+00:00,2020-10-29 23:15:28+00:00,negative
1020167644584951809,2018-07-20 04:44:54+00:00,2020-10-29 23:43:38+00:00,negative
1020258307125186560,2018-07-20 10:45:10+00:00,2020-10-29 23:36:46+00:00,neutral
1020272039305756672,2018-07-20 11:39:44+00:00,2020-10-29 21:52:37+00:00,neutral
1020282735468851200,2018-07-20 12:22:14+00:00,2020-10-29 23:07:28+00:00,positive
1020323203800059905,2018-07-20 15:03:03+00:00,2020-10-29 23:45:50+00:00,positive
1020350322324144128,2018-07-20 16:50:48+00:00,2020-10-29 23:34:17+00:00,positive
1020353441447604224,2018-07-20 17:03:12+00:00,2020-10-29 22:45:29+00:00,neutral
1020392320158642178,2018-07-20 19:37:41+00:00,2020-10-29 22:26:31+00:00,negative
1020507742966972416,2018-07-21 03:16:20+00:00,2020-10-29 22:26:38+00:00,neutral
1020529431423488001,2018-07-21 04:42:31+00:00,2020-10-29 22:33:33+00:00,positive
1020708368032436224,2018-07-21 16:33:33+00:00,2020-10-29 22:32:48+00:00,neutral
1020715615466721280,2018-07-21 17:02:21+00:00,2020-10-29 22:53:39+00:00,negative
1020839096879599617,2018-07-22 01:13:01+00:00,2020-10-29 23:46:16+00:00,positive
1020878466969812992,2018-07-22 03:49:28+00:00,2020-10-29 22:26:39+00:00,neutral
1020889435997696000,2018-07-22 04:33:03+00:00,2020-10-29 22:30:00+00:00,positive
1020953779531755520,2018-07-22 08:48:44+00:00,2020-10-29 23:09:59+00:00,negative
1021039502356353025,2018-07-22 14:29:22+00:00,2020-10-29 23:36:45+00:00,neutral
1021178278391046144,2018-07-22 23:40:48+00:00,2020-10-29 21:25:10+00:00,neutral
1021250970750193664,2018-07-23 04:29:40+00:00,2020-10-29 23:05:18+00:00,neutral
1021276556797366272,2018-07-23 06:11:20+00:00,2020-10-29 22:50:53+00:00,negative
1021289776874508288,2018-07-23 07:03:52+00:00,2020-10-29 22:36:02+00:00,negative
1021297661905965056,2018-07-23 07:35:12+00:00,2020-10-29 23:54:45+00:00,neutral
1021300224290181126,2018-07-23 07:45:22+00:00,2020-10-29 23:40:30+00:00,negative
1021319222876672000,2018-07-23 09:00:52+00:00,2020-10-29 23:53:12+00:00,neutral
1021322983460175872,2018-07-23 09:15:49+00:00,2020-10-29 23:13:59+00:00,neutral
1021363673481216007,2018-07-23 11:57:30+00:00,2020-10-29 22:40:12+00:00,neutral
1021374563261865985,2018-07-23 12:40:46+00:00,2020-10-29 23:18:47+00:00,neutral
1021374879029850113,2018-07-23 12:42:02+00:00,2020-10-29 23:19:28+00:00,positive
1021392017077800962,2018-07-23 13:50:08+00:00,2020-10-29 23:17:29+00:00,neutral
1021410646083231745,2018-07-23 15:04:09+00:00,2020-10-29 23:31:53+00:00,positive
1021449983793524737,2018-07-23 17:40:28+00:00,2020-10-29 23:48:50+00:00,neutral
1021450940598095873,2018-07-23 17:44:16+00:00,2020-10-29 22:32:13+00:00,neutral
1021575778465718274,2018-07-24 02:00:20+00:00,2020-10-29 21:48:51+00:00,neutral
1021657327252865024,2018-07-24 07:24:22+00:00,2020-10-29 21:37:12+00:00,neutral
1021658786690478082,2018-07-24 07:30:10+00:00,2020-10-29 22:36:12+00:00,neutral
1021658983273320448,2018-07-24 07:30:57+00:00,2020-10-29 22:56:53+00:00,negative
1021679441183817728,2018-07-24 08:52:15+00:00,2020-10-29 22:19:35+00:00,neutral
1021707389937111040,2018-07-24 10:43:18+00:00,2020-10-29 23:49:15+00:00,positive
1021711123232505856,2018-07-24 10:58:08+00:00,2020-10-29 21:35:22+00:00,positive
1021734727747817472,2018-07-24 12:31:56+00:00,2020-10-29 23:39:44+00:00,positive
1021736321986043904,2018-07-24 12:38:16+00:00,2020-10-29 22:43:19+00:00,neutral
1021754391471243264,2018-07-24 13:50:04+00:00,2020-10-29 22:49:17+00:00,neutral
1021754651929190400,2018-07-24 13:51:06+00:00,2020-10-29 22:39:47+00:00,positive
1021783800978784256,2018-07-24 15:46:56+00:00,2020-10-29 23:49:42+00:00,neutral
1021785094397353984,2018-07-24 15:52:05+00:00,2020-10-29 23:13:01+00:00,neutral
1021802644657119233,2018-07-24 17:01:49+00:00,2020-10-29 23:41:09+00:00,neutral
1021855151697670144,2018-07-24 20:30:27+00:00,2020-10-29 23:42:21+00:00,negative
1021904025258582017,2018-07-24 23:44:40+00:00,2020-10-29 21:56:59+00:00,positive
1021915373116055553,2018-07-25 00:29:45+00:00,2020-10-29 23:27:17+00:00,neutral
1021965819323064320,2018-07-25 03:50:13+00:00,2020-10-29 21:55:15+00:00,positive
1022014660407713795,2018-07-25 07:04:17+00:00,2020-10-29 22:53:30+00:00,positive
1022024681254252546,2018-07-25 07:44:06+00:00,2020-10-29 22:41:15+00:00,neutral
1022024710220128257,2018-07-25 07:44:13+00:00,2020-10-29 23:48:57+00:00,positive
1022038010173566976,2018-07-25 08:37:04+00:00,2020-10-29 22:38:42+00:00,neutral
1022054589829402630,2018-07-25 09:42:57+00:00,2020-10-29 22:43:53+00:00,positive
1022063218062184448,2018-07-25 10:17:14+00:00,2020-10-29 23:49:28+00:00,negative
1022069901119315968,2018-07-25 10:43:48+00:00,2020-10-29 23:32:08+00:00,negative
1022076363954683906,2018-07-25 11:09:29+00:00,2020-10-29 22:40:24+00:00,negative
1022076867086569472,2018-07-25 11:11:29+00:00,2020-10-29 23:10:38+00:00,positive
1022083068436377606,2018-07-25 11:36:07+00:00,2020-10-29 22:28:29+00:00,negative
1022089822192762885,2018-07-25 12:02:57+00:00,2020-10-29 22:05:25+00:00,neutral
1022106498653192192,2018-07-25 13:09:13+00:00,2020-10-29 22:45:58+00:00,negative
1022123671484354560,2018-07-25 14:17:28+00:00,2020-10-29 23:03:28+00:00,positive
1022126533496852482,2018-07-25 14:28:50+00:00,2020-10-29 23:50:11+00:00,positive
1022131357483520000,2018-07-25 14:48:00+00:00,2020-10-29 23:50:09+00:00,neutral
1022135136253554688,2018-07-25 15:03:01+00:00,2020-10-29 21:55:25+00:00,neutral
1022147214762762243,2018-07-25 15:51:01+00:00,2020-10-29 22:05:38+00:00,neutral
1022162901686214657,2018-07-25 16:53:21+00:00,2020-10-29 23:50:57+00:00,positive
1022177932238876672,2018-07-25 17:53:04+00:00,2020-10-29 23:24:34+00:00,negative
1022203965235060736,2018-07-25 19:36:31+00:00,2020-10-29 22:33:20+00:00,neutral
1022275133816426497,2018-07-26 00:19:19+00:00,2020-10-29 23:40:39+00:00,neutral
1022289417019351042,2018-07-26 01:16:04+00:00,2020-10-29 22:41:16+00:00,neutral
1022391096435986432,2018-07-26 08:00:07+00:00,2020-10-29 23:41:57+00:00,neutral
1022477407197061120,2018-07-26 13:43:05+00:00,2020-10-29 23:20:36+00:00,neutral
1022557288979222529,2018-07-26 19:00:30+00:00,2020-10-30 00:04:43+00:00,positive
1022561182576590848,2018-07-26 19:15:58+00:00,2020-10-29 21:51:34+00:00,neutral
1022613423048273921,2018-07-26 22:43:33+00:00,2020-10-29 22:26:32+00:00,neutral
1022614752386736129,2018-07-26 22:48:50+00:00,2020-10-29 22:43:14+00:00,negative
1022816884864045056,2018-07-27 12:12:03+00:00,2020-10-29 23:22:26+00:00,positive
1022822516929245184,2018-07-27 12:34:25+00:00,2020-10-29 21:41:57+00:00,neutral
1022840943131672577,2018-07-27 13:47:38+00:00,2020-10-29 22:32:16+00:00,negative
1022849989301727233,2018-07-27 14:23:35+00:00,2020-10-29 22:01:57+00:00,neutral
1022900742632480768,2018-07-27 17:45:16+00:00,2020-10-29 23:08:20+00:00,neutral
1022968634589818880,2018-07-27 22:15:02+00:00,2020-10-29 21:53:20+00:00,positive
1022986635858915329,2018-07-27 23:26:34+00:00,2020-10-29 22:57:26+00:00,positive
1022996752490745856,2018-07-28 00:06:46+00:00,2020-10-29 23:05:55+00:00,positive
1023025468700803074,2018-07-28 02:00:53+00:00,2020-10-29 23:08:11+00:00,neutral
1023100967485669376,2018-07-28 07:00:53+00:00,2020-10-29 22:32:19+00:00,positive
1023169446746120193,2018-07-28 11:33:00+00:00,2020-10-29 22:49:01+00:00,positive
1023246801376182272,2018-07-28 16:40:23+00:00,2020-10-29 23:16:54+00:00,neutral
1023258174323929088,2018-07-28 17:25:34+00:00,2020-10-29 23:20:53+00:00,positive
1023316669219971078,2018-07-28 21:18:00+00:00,2020-10-29 22:54:08+00:00,neutral
1023331619212603392,2018-07-28 22:17:25+00:00,2020-10-29 23:29:30+00:00,positive
1023511183213649925,2018-07-29 10:10:56+00:00,2020-10-29 22:28:06+00:00,neutral
1023571061898665985,2018-07-29 14:08:52+00:00,2020-10-29 22:59:29+00:00,neutral
1023748826836992001,2018-07-30 01:55:15+00:00,2020-10-29 22:58:45+00:00,positive
1023860226812993541,2018-07-30 09:17:55+00:00,2020-10-29 23:37:48+00:00,neutral
1023957792636329984,2018-07-30 15:45:36+00:00,2020-10-29 22:46:16+00:00,negative
1023973240413323265,2018-07-30 16:46:59+00:00,2020-10-29 22:54:54+00:00,positive
